ID;Startzentrum_X;Startzentrum_Y;Startzentrum_Z;Austritt_s;Linsenkontakt_s;Metallkontakt_s;Kontakt_Safranstapel_s;Ruhezustand_s;Innerhalb_Schale;Endgeschwindigkeit
saffron-0244;-0.60201;6.08628;0.21319;1.0333333333333334;;;2.8555555555555556;5.572222222222223;true;0
saffron-0245;-0.59250;6.46487;0.19743;1.4055555555555557;;;3.177777777777778;5.355555555555556;true;0
saffron-0246;-0.83807;5.90712;0.06579;0.5833333333333334;;;2.272222222222222;5.0055555555555555;true;0
saffron-0247;-0.37363;6.39219;-0.17733;1.1500000000000001;;;2.761111111111111;5.466666666666667;true;0
saffron-0248;-0.76947;5.98495;-0.22330;0.6833333333333333;;;2.3944444444444444;4.872222222222223;true;0
saffron-0249;-0.36193;6.25614;-0.00074;1.1444444444444446;;;3.0611111111111113;4.911111111111111;true;0
saffron-0250;-0.30733;6.32808;-0.22469;1.0666666666666667;;;2.6555555555555554;4.988888888888889;true;0
saffron-0251;-0.56120;6.53807;0.16021;1.4166666666666667;;;3.038888888888889;5.25;true;0
saffron-0252;-0.72383;6.50510;-0.11935;1.577777777777778;;;3.35;5.238888888888889;true;0
saffron-0253;-0.43053;6.12850;0.13634;1.027777777777778;;;2.888888888888889;5.105555555555556;true;0
saffron-0254;-0.89797;6.21466;0.18406;0.9833333333333334;;;2.7222222222222223;5.044444444444444;true;0
saffron-0255;-0.76002;6.51219;0.24163;1.0833333333333335;;;2.6333333333333333;5.433333333333334;true;0
saffron-0256;-0.62128;6.47947;0.09798;1.4555555555555557;;;3.2666666666666666;5.238888888888889;true;0
saffron-0257;-0.32381;6.30451;-0.26567;0.9833333333333334;;4.377777777777778;2.4722222222222223;5.511111111111111;true;0
saffron-0258;-0.30327;6.13725;0.26920;0.8166666666666667;;4.805555555555555;2.4944444444444445;5.516666666666667;true;0
saffron-0259;-0.48270;5.81029;0.01246;0.6;;;2.4555555555555557;4.772222222222222;true;0
saffron-0260;-0.29664;6.00260;-0.04596;0.7277777777777779;;;2.6555555555555554;4.883333333333334;true;0
saffron-0261;-0.47101;6.00941;-0.18855;0.9444444444444445;;;2.8722222222222222;4.8;true;0
saffron-0262;-0.84371;6.06202;0.27186;0.6166666666666667;;2.45;2.4555555555555557;4.3388888888888895;true;0
saffron-0263;-0.37754;6.29554;0.25872;1.1111111111111112;;;2.816666666666667;5.1722222222222225;true;0
saffron-0264;-1.12722;6.38056;-0.22957;1.577777777777778;;;3.238888888888889;6;true;0
saffron-0265;-0.65115;5.83395;-0.11857;0.47222222222222227;;3.8222222222222224;2.0500000000000003;4.833333333333334;true;0
saffron-0266;-0.53669;5.97029;-0.01592;0.8222222222222223;;;2.772222222222222;4.877777777777778;true;0
saffron-0267;-1.00345;6.06566;0.24895;0.7166666666666667;;4.144444444444445;2.538888888888889;4.905555555555556;true;0
saffron-0268;-0.57311;5.74365;0.01584;0.48888888888888893;;3.761111111111111;2.0944444444444446;4.883333333333334;true;0
saffron-0269;-0.71364;6.12667;0.03889;1.0944444444444446;;;3;5.166666666666667;true;0
saffron-0270;-0.68752;5.83321;-0.03318;0.5;;;2.216666666666667;5.055555555555555;true;0
saffron-0271;-0.97278;6.20531;-0.27376;0.9666666666666667;;;2.566666666666667;5.183333333333334;true;0
saffron-0272;-0.18911;6.15864;0.20041;0.6888888888888889;;;2.288888888888889;4.788888888888889;true;0
saffron-0273;-0.93943;6.52210;0.01132;1.638888888888889;;;3.3444444444444446;5.905555555555556;true;0
saffron-0274;-0.19221;6.15539;-0.07811;0.6833333333333333;;2.9611111111111112;2.283333333333333;4.322222222222222;true;0
saffron-0275;-0.29042;6.15404;-0.05615;0.9333333333333333;;4.766666666666667;2.555555555555556;5.022222222222222;true;0
saffron-0276;-0.41046;6.16546;-0.21172;1.0055555555555555;;;2.6944444444444446;5.1722222222222225;true;0
saffron-0277;-0.69516;6.14677;-0.18054;1.1111111111111112;;;2.8555555555555556;5.127777777777778;true;0
saffron-0278;-0.83215;6.64545;0.08248;1.8222222222222222;;;3.405555555555556;5.783333333333333;true;0
saffron-0279;-0.37691;6.32197;0.20557;1.1444444444444446;;;2.9944444444444445;5.227777777777778;true;0
saffron-0280;-0.72526;6.49414;0.00040;1.5611111111111111;;;3.4833333333333334;5.177777777777778;true;0
saffron-0281;-0.73377;5.98214;-0.14102;0.7555555555555555;;;2.5500000000000003;5.011111111111111;true;0
saffron-0282;-0.48521;5.89385;0.03316;0.8;;;2.761111111111111;4.944444444444445;true;0
saffron-0283;-0.74499;5.82677;0.25817;0.43333333333333335;;2.138888888888889;2.25;2.9222222222222225;true;0
saffron-0284;-0.62646;5.78884;0.09489;0.5777777777777778;;;2.305555555555556;4.75;true;0
saffron-0285;-0.72518;6.16256;0.01014;1.1055555555555556;;;3.0611111111111113;5.144444444444445;true;0
saffron-0286;-0.46299;6.04240;0.19557;0.8611111111111112;;;2.938888888888889;4.955555555555556;true;0
saffron-0287;-0.51777;6.19388;-0.09349;1.1444444444444446;;;3.0055555555555555;4.8500000000000005;true;0
saffron-0288;-0.55186;5.88173;-0.20372;0.8166666666666667;;;2.5944444444444446;4.866666666666667;true;0
saffron-0289;-0.86605;6.07370;0.14673;0.7166666666666667;;4.111111111111112;2.4055555555555554;4.766666666666667;true;0
saffron-0290;-0.32067;6.10834;-0.09883;0.9555555555555556;;;2.7555555555555555;5.0055555555555555;true;0
saffron-0291;-0.86319;5.92382;-0.14198;0.5722222222222223;;4.183333333333334;2.1277777777777778;5.111111111111112;true;0
saffron-0292;-0.68930;6.51265;-0.18392;1.55;;;3.227777777777778;5.161111111111111;true;0
saffron-0293;-0.34011;6.26939;0.10033;1.0777777777777777;;;2.9222222222222225;5.111111111111112;true;0
saffron-0294;-0.74119;6.02333;-0.24601;0.9833333333333334;;;2.7833333333333337;4.638888888888889;true;0
saffron-0295;-0.63996;6.03698;0.22913;0.9111111111111111;;;2.8722222222222222;5.216666666666667;true;0
saffron-0296;-0.73220;6.20118;0.06272;1.1277777777777778;;;3.1277777777777778;4.944444444444445;true;0
saffron-0297;-0.96106;6.24471;-0.14966;1.1611111111111112;;;2.8222222222222224;5.116666666666667;true;0
saffron-0298;-0.51391;6.13972;0.20213;1.1333333333333333;;;3.0277777777777777;5.238888888888889;true;0
saffron-0299;-0.85908;6.31090;0.06723;1.277777777777778;;;3.1833333333333336;5.233333333333333;true;0
saffron-0300;-0.48855;5.93112;0.23808;0.4388888888888889;0.7166666666666667;2.3000000000000003;2.0722222222222224;3.2;true;0
saffron-0301;-0.10140;6.15762;-0.11580;0.6222222222222222;;2.227777777777778;3.177777777777778;3.4611111111111112;true;0
saffron-0302;-0.65028;6.14845;0.13183;1.05;;;2.927777777777778;5.194444444444445;true;0
saffron-0303;-0.44445;5.90738;0.09602;0.7666666666666667;;;2.727777777777778;4.883333333333334;true;0
saffron-0304;-0.61881;6.33242;-0.12522;1.3666666666666667;;;3.177777777777778;5.061111111111111;true;0
saffron-0305;-0.70257;5.97198;0.15615;0.6777777777777778;;;2.4833333333333334;4.7;true;0
saffron-0306;-0.91420;6.58478;-0.00459;1.7277777777777779;;;3.216666666666667;6.116666666666667;true;0
saffron-0307;-0.41775;5.93170;0.01835;0.8166666666666667;;;2.7833333333333337;4.927777777777778;true;0
saffron-0308;-0.82012;6.68677;-0.18466;1.6722222222222223;;;3.3666666666666667;6.472222222222222;true;0
saffron-0309;-0.61424;6.31036;-0.03752;1.3;;;3.216666666666667;4.938888888888889;true;0
saffron-0310;-0.37996;6.29322;-0.27282;1.1;;5.405555555555556;2.7444444444444445;6.055555555555555;true;0
saffron-0311;-0.72773;6.48508;-0.18333;1.4388888888888889;;;3.1833333333333336;5.238888888888889;true;0
saffron-0312;-0.49908;5.78799;-0.07065;0.65;;;2.4555555555555557;4.816666666666666;true;0
saffron-0313;-0.59956;6.27317;0.25499;0.9777777777777779;;;2.65;5.477777777777778;true;0
saffron-0314;-0.84747;6.16748;-0.05298;1.1222222222222222;;;2.9944444444444445;5.027777777777778;true;0
saffron-0315;-1.12492;6.33333;0.09703;1.7833333333333334;;;3.5611111111111113;5.8500000000000005;true;0
saffron-0316;-0.58585;6.08334;-0.26304;0.8;;;2.555555555555556;4.733333333333333;true;0
saffron-0317;-0.44709;5.93466;-0.03072;0.8388888888888889;;;2.7;4.705555555555556;true;0
saffron-0318;-0.56437;5.76397;-0.02112;0.5055555555555555;;;2.305555555555556;4.644444444444445;true;0
saffron-0319;-0.42287;6.34475;-0.18821;1.2166666666666668;;;3.15;5.016666666666667;true;0
saffron-0320;-0.67330;6.42571;0.08491;1.4111111111111112;;;3.2;5.277777777777778;true;0
saffron-0321;-0.87365;6.10377;0.21513;0.7333333333333334;;;2.588888888888889;4.9222222222222225;true;0
saffron-0322;-0.93365;6.44018;0.22732;1.4611111111111112;;;3.1833333333333336;6.044444444444444;true;0
saffron-0323;-0.49204;5.83111;0.06691;0.6277777777777778;;;2.4611111111111112;4.9;true;0
saffron-0324;-0.29875;6.10569;-0.06112;0.9388888888888889;;;2.716666666666667;4.872222222222223;true;0
saffron-0325;-0.17463;6.13757;-0.14093;0.5388888888888889;;4.044444444444444;2.2777777777777777;4.8388888888888895;true;0
saffron-0326;-0.38240;6.29880;-0.02905;1.1388888888888888;;;2.7;4.866666666666667;true;0
saffron-0327;-0.88514;6.25519;-0.13652;1.2222222222222223;;;2.9444444444444446;5.466666666666667;true;0
saffron-0328;-0.87040;6.23635;-0.24662;1.0555555555555556;;;2.688888888888889;5.1722222222222225;true;0
saffron-0329;-0.65337;6.38576;-0.22743;1.1777777777777778;;;2.666666666666667;5.5;true;0
saffron-0330;-1.01979;6.09023;-0.01977;0.888888888888889;;3.738888888888889;2.5277777777777777;4.972222222222222;true;0
saffron-0331;-0.97418;6.22137;0.10377;1.0722222222222222;;;2.827777777777778;5.166666666666667;true;0
saffron-0332;-0.27740;6.20857;0.12051;0.8388888888888889;;;2.688888888888889;5.094444444444445;true;0
saffron-0333;-0.34093;6.14813;0.18087;0.9500000000000001;;;2.7;5.311111111111111;true;0
saffron-0334;-0.75360;5.84039;-0.25249;0.48333333333333334;;2.7666666666666666;2.0944444444444446;4.216666666666667;true;0
saffron-0335;-0.25815;6.11728;0.23842;0.7222222222222222;;;2.488888888888889;4.911111111111111;true;0
saffron-0336;-0.60216;6.52102;0.00590;1.4611111111111112;;;3.35;4.95;true;0
saffron-0337;-0.48359;6.11582;-0.17824;1.011111111111111;;;2.8555555555555556;4.8;true;0
saffron-0338;-0.68851;5.93274;0.20277;0.5111111111111112;0.7111111111111111;2.3944444444444444;2.3722222222222222;3.4444444444444446;true;0
saffron-0339;-0.31929;6.35150;-0.10343;1.0722222222222222;;;2.6055555555555556;5.133333333333334;true;0
saffron-0340;-0.92889;6.41020;-0.11597;1.3166666666666667;;;2.9944444444444445;6.066666666666667;true;0
saffron-0341;-0.58879;5.82784;-0.13875;0.6055555555555556;;;2.35;4.761111111111111;true;0
saffron-0342;-0.62259;6.43227;-0.00690;1.4166666666666667;;;3.3722222222222222;5.016666666666667;true;0
saffron-0343;-0.44293;6.04310;-0.19903;1;;;2.8333333333333335;5.477777777777778;true;0
saffron-0344;-0.69528;6.32014;0.05197;1.3;;;3.1611111111111114;4.944444444444445;true;0
saffron-0345;-0.72059;6.57366;0.02340;1.6500000000000001;;;3.5166666666666666;5.483333333333333;true;0
saffron-0346;-0.79318;6.22136;0.03007;1.1833333333333333;;;3.1611111111111114;5.066666666666666;true;0
saffron-0347;-0.86068;6.64314;-0.02622;1.7833333333333334;;;3.4;7.055555555555556;true;0
saffron-0348;-0.46318;5.96047;-0.21633;0.8333333333333334;;;2.566666666666667;4.711111111111111;true;0
saffron-0349;-0.40751;6.42827;0.09196;1.2722222222222224;;;2.9833333333333334;5.205555555555556;true;0
saffron-0350;-0.76157;6.10625;-0.17413;0.8611111111111112;;;2.6222222222222222;4.8388888888888895;true;0
saffron-0351;-0.52850;6.35511;0.16560;1.25;;;3.0833333333333335;5.305555555555555;true;0
saffron-0352;-0.46703;6.36246;0.01617;1.2111111111111112;;;3.272222222222222;4.983333333333333;true;0
saffron-0353;-0.74274;6.58774;-0.02010;1.638888888888889;;;3.577777777777778;5.416666666666667;true;0
saffron-0354;-0.46371;6.08845;0.22515;0.8555555555555556;;4.4944444444444445;2.6055555555555556;5.25;true;0
saffron-0355;-0.94085;6.52086;0.10263;1.5944444444444446;;;3.2555555555555555;6.111111111111112;true;0
saffron-0356;-0.67406;6.10781;-0.24911;0.9055555555555556;;;2.577777777777778;4.7555555555555555;true;0
saffron-0357;-0.66001;6.03925;-0.26440;0.8611111111111112;;;2.6555555555555554;4.694444444444445;true;0
saffron-0358;-0.75524;6.13049;-0.08766;1.0611111111111111;;;2.9555555555555557;4.95;true;0
saffron-0359;-0.69027;6.03438;0.23754;0.6111111111111112;0.8166666666666667;2.427777777777778;2.466666666666667;3.527777777777778;true;0
saffron-0360;-0.67445;6.27519;0.26361;0.9777777777777779;;;2.666666666666667;5.155555555555556;true;0
saffron-0361;-1.04917;6.34126;0.05259;1.3166666666666667;;;2.8722222222222222;6.205555555555556;true;0
saffron-0362;-0.40255;6.01675;-0.01067;0.8944444444444445;;;2.75;4.9222222222222225;true;0
saffron-0363;-0.64722;6.64216;-0.26535;1.1833333333333333;;4.427777777777778;2.75;5.688888888888889;true;0
saffron-0364;-0.92731;6.21896;-0.19918;1.088888888888889;;;2.838888888888889;5.094444444444445;true;0
